estrategia,mes_absoluto,anio,mes_calendario,fecha,ocupacion_asumida,ingreso_bruto,gastos,ingreso_neto,ingreso_neto_acumulado,balance_acumulado,roi_acumulado
3. Turistico (Airbnb/Booking),170,15,10,2040-10-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,243812.65026996352,-20311.849730036483,1.0246381604116979
4. Mixto (curso+verano),170,15,10,2040-10-01,0.95,833.625,207.83496458333332,625.7900354166667,132703.09654865603,-131421.40345134397,0.5576931983553521
1. Residencial anual,171,15,11,2040-11-01,0.95,912.0,212.92933958333333,699.0706604166667,119541.08293125,-144583.41706875002,0.5023789995009456
2. Estudiantil x habitacion,171,15,11,2040-11-01,0.95,833.625,207.83496458333332,625.7900354166667,92077.67855625,-172046.82144375,0.3869622969373818
3. Turistico (Airbnb/Booking),171,15,11,2040-11-01,0.6,2650.272,1217.2227795833332,1433.049220416667,245245.69949038018,-18878.800509619818,1.0306606408505157
4. Mixto (curso+verano),171,15,11,2040-11-01,0.95,833.625,207.83496458333332,625.7900354166667,133328.8865840727,-130795.6134159273,0.5603231207567669
1. Residencial anual,172,15,12,2040-12-01,0.95,912.0,212.92933958333333,699.0706604166667,120240.15359166666,-143884.34640833334,0.505316888386916
2. Estudiantil x habitacion,172,15,12,2040-12-01,0.95,833.625,207.83496458333332,625.7900354166667,92703.46859166666,-171421.03140833334,0.3895922193387967
3. Turistico (Airbnb/Booking),172,15,12,2040-12-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,246607.63627079685,-17516.86372920315,1.0363842667400582
4. Mixto (curso+verano),172,15,12,2040-12-01,0.95,833.625,207.83496458333332,625.7900354166667,133954.6766194894,-130169.82338051061,0.562953043158182
1. Residencial anual,173,15,1,2041-01-01,0.95,912.0,212.92933958333333,699.0706604166667,120939.22425208334,-143185.27574791666,0.5082547772728865
2. Estudiantil x habitacion,173,15,1,2041-01-01,0.95,833.625,207.83496458333332,625.7900354166667,93329.25862708334,-170795.24137291667,0.3922221417402116
3. Turistico (Airbnb/Booking),173,15,1,2041-01-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,247917.51513208332,-16206.984867916675,1.0418891159154584
4. Mixto (curso+verano),173,15,1,2041-01-01,0.95,833.625,207.83496458333332,625.7900354166667,134580.46665490605,-129544.03334509395,0.5655829655595968
1. Residencial anual,174,15,2,2041-02-01,0.95,912.0,212.92933958333333,699.0706604166667,121638.2949125,-142486.20508749998,0.511192666158857
2. Estudiantil x habitacion,174,15,2,2041-02-01,0.95,833.625,207.83496458333332,625.7900354166667,93955.0486625,-170169.4513375,0.39485206414162644
3. Turistico (Airbnb/Booking),174,15,2,2041-02-01,0.5499999999999999,2429.4159999999997,1138.5916595833332,1290.8243404166667,249208.3394725,-14916.160527500004,1.047313887255726
4. Mixto (curso+verano),174,15,2,2041-02-01,0.95,833.625,207.83496458333332,625.7900354166667,135206.2566903227,-128918.24330967729,0.5682128879610117
1. Residencial anual,175,15,3,2041-03-01,0.95,912.0,212.92933958333333,699.0706604166667,122337.36557291666,-141787.13442708334,0.5141305550448273
2. Estudiantil x habitacion,175,15,3,2041-03-01,0.95,833.625,207.83496458333332,625.7900354166667,94580.83869791667,-169543.66130208335,0.3974819865430413
