id_anuncio;precio_julio;precio_octubre;variacion_pct;identico
1076069867031417484;50.0;44.8;11.6;False
1210330119596161421;82.0;82.0;0.0;True
1296394429183247601;43.2;51.4;-16.0;False
1440460764298305019;33.6;33.6;0.0;True
850390306653138714;42.2;44.2;-4.5;False
907120287781053373;52.8;52.8;0.0;True
